Sentence,Emotion
một giây rung động con tim :))))),Enjoyment
này làm mình liên tưởng tới hoá,Other
"thích hôn , thèm hôn ư ư ...",Enjoyment
"nhớ lúc nhỏ tao và nó mỗi đứa 1 đường đi không ai đá động gì đến nó mà dume tao đang đi nó chạy sang đá cho tao mấy phát , dume đúng là đồ hoạ mi điên ... 🌚🌚 thứ độg vật không thể nào yêu thương nổi ...",Disgust
"nhìn mặt đã thấy tởm , lũ thầy cô trong trường biết còn trêu chọc các em . rặt một lũ cặn bã , súc sinh .",Anger
"tự nhiên chơi với con trai cái bị kêu không đàng quàng , con gái gì kỳ vậy , lại còn nhiều bồ , đi với ai cũng nghĩ là bồ . mệt thiệt chứ",Anger
tao ho rụng hết tóc rồi 😭,Sadness
tưởng đàng hoàng cho chơi chung ai dè bạn xấu,Disgust
per bit cái nay không . hihi,Enjoyment
vừa lên dốc thấy crush cười =)),Enjoyment
kiếp trước sống lỗi quá nên kiếp này nghiệp quật :((,Sadness
kkk tao chọn anh đầu tiên,Enjoyment
lol :) dume nhảm nhí,Disgust
thằng hack game nó gặp trùm cuối rồi 😭😭 truyện đến đây là kết thúc sao 😭,Sadness
lúc đầu tao còn tưởng thật ấy chứ,Other
rất chi là chờ đợi 🙄,Other
chị em mình giờ nói ít thôi haha,Enjoyment
per rồi sẽ có 1 ngày vừa cười tao vừa kể chuyện khiến tao rơi nước mắt,Sadness
ăn vào lại thức dậy ở một nơi xa thì bỏ mẹ :)),Fear
em ấy đang ở đâu ạ,Other
gọi gọi người ra cái lờ ! gặp bố đập mày lun cho rảnh lol nhá,Anger
"giả bộ vô tình gặp nhìn lén rồi đi , lại còn tìm hiểu cả gia phả người ta nữa chứ ... một thời ngu ngốc đáng yêu .",Enjoyment
nghe lần 3 đéo thấy hay,Disgust
ủa sao biết ??,Surprise
dume cà rốt bố đéo thèm nhé !,Anger
nhạt hơn tao,Disgust
tao hiểu cảm giác đó,Other
anh thật máu lửa 🤣🤣🤣,Surprise
"per vì ss thích coi nặn mụn , c cũng ráng coi hết và cái kết có hậu 😂😂",Enjoyment
bọn fa sẽ nói tao lấy ảnh mạng cho mà xem,Disgust
bắt võng nằm cho sướng,Enjoyment
đúng là khổ trước sướng sau thế mới giàu =))),Enjoyment
nói thiệt là 10 người thanh hoá hết 9 người chả ra gì ...,Disgust
đó là tìm đúng người còn sai người thì auto mối quan hệ kết thúc :)),Enjoyment
bọn công ty nào vậy mọi người cùng nhau lên xiên cho bọn nó mỗi đứa vài phát,Anger
"có thể là ngày mai , tháng sau , cuối năm , sang năm hoặc 30 tuổi :))) khi nào có tình yêu .",Other
dume mấy con nhãi danh . 😒,Anger
mình còn chưa được nắm tay,Sadness
boss dễ thương vãi lúa,Enjoyment
"nhà nuôi 1 cặp ngỗng kêu thì ôi thôi điếc tai luôn . chạy xe thì cứ canh ngay đầu xe mà nhào ra mổ , dí hơn cả chó nữa",Other
mặt thằng mèo khó ở vãi,Disgust
hỏng xe và phải đền tầu hỏa . có thể phải đi tù nếu gây hậu quả nghiêm trọng . đầu đất là có thật . 😔😔😔😔,Disgust
2 năm rồi và đã kết thúc rồi,Sadness
ngáo cỏ này đáng yêu nhỉ,Enjoyment
ấm áp vãi .,Enjoyment
per được đi thi chưa babe 😂,Enjoyment
mấy vụ giết người chặt xác gần đây ở việt nam toàn là người hiền lành 🤔🤔🤔,Other
"cảm ơn các em , tuổi học sinh lắm nghịch ngợm nhưng có lòng yêu thương con vật nhỏ bé đã giúp bé cún được sống 😘😘",Enjoyment
dume cười muốn chết người ta ~~,Enjoyment
ngày xưa có 1 cái,Enjoyment
dm đã mải đạp xe rồi còn hỏi hoi cái lol gì vậy ????,Anger
"kaka bạn này best bán hành luôn kaka . bó tay . miệng nói một đường , não nghỉ một lối",Disgust
"đm buồn cười đéo chịu được , đặc vụ nằm vùng đi xe đạp thì đuổi sao kịp mấy th lol đi xe máy 🙄",Enjoyment
"con sâu làm rầu nồi canh , tuyệt đối không có chuyện ....",Disgust
đứng trụ điện mới lạ chứ,Surprise
bọn tiếp tay cho kẻ giết người,Disgust
"cho phải công bằng , nếu không anh chị em không hoà thuận ...",Other
rồi rủi gặp phải thằng người yêu con kia cục súc nó lại xiên cả đám :),Other
cái này mình thấy ở ngoài đường người ta diễn nhiều lắm . nay chỗ này mai chỗ khác à . nhìn thấy riết rồi cũng nhạt cái mặt ra,Disgust
đi mà ngửi nách nhau à ? mua được cái cây về đến nhà còn trơ cọng,Disgust
quá ẩu vay mà bỏ tù người ta tân 7nam giờ đền 200tr . quá tội cho chị ấy còn những thằng kia thi quá tồi ...,Disgust
ngu . vào quán uống nước lúc nào thích đi thì gọi bạn mang mũ bảo hiểm tới,Disgust
"đều do lòng tham và sự ngu dốt của cá nhân gây ra , ngu cũng ngu vừa thôi .",Disgust
đùa chứ cái tầm nghịch ngu này cho vào trại giáo dưỡng mấy tháng cũng được,Disgust
cần lắm những nhà tuyển dụng như vầy :)))),Enjoyment
crush mới thích ảnh tao mà tao đã . nghĩ đến chuyện đặt tên con rồi,Enjoyment
vl đánh đòn hic :))))),Sadness
"tui đây vừa vô phòng thì con vợ mặt trắng bóc nhảy ra đây , tưởng là ma",Fear
nhìn vậy nhớ ông ngoại quá 😞,Sadness
:) cảm giác đó đau lắm các mày ạ,Sadness
"đang coi thấy nghi nghi , tắt vô xem bình luận , đoán ngay là sẽ giật mình , nên thôi không xem nữa haha , dễ gì bị dụ haha",Enjoyment
ủa rồi mắc gì phí cả 1 đời 🙂,Surprise
"ủa chứ bộ mày bán phá giá thì thị trường để yên cho mày à :v , mua tận gốc mà còn đòi giảm , ủa chứ giảm sao ? ủa chứ mày ngu mày bán đúng giá chứ mày đòi tao giảm tao phá sản nghỉ làm à :v",Disgust
nhìn cái ngành giáo dục việt nam bây giờ ai cũng mệt mỏi,Sadness
cưng tởm,Disgust
mẹ đang buồn ỉa mà trên đường về gặp mớ gờ giảm tốc kia thì phọt bà ra quần 😨,Fear
người gì đâu mà đẹp trai hết sức !,Enjoyment
khá trẩu =))),Disgust
đéo hiểu sao mấy thằng khốn nạn thì lại nhiều đứa yêu . anh em ngoan hiền đâu điểm danh,Disgust
"hết hôi nhưng cống vẫn xả xuống sông thì nó lại thành "" hòa vốn "" 🤔🤔",Other
"lũ âm binh khí đụ này phải truy gấp , tao tính đi bơi mà bọn bây làm vậy mất mặt đàn ông chân chính bơi vì đam mê như tao quá 😡",Disgust
2 câu giống nhau,Other
chổ mình là miền núi nên là không nấu bằng rơm nhé,Other
tao nghi chị xác chết với chị bác sĩ pháp y đó yêu nhau quá chúng mày :)),Other
đau ruột với thằng số 9 🤣🤣🤣,Enjoyment
đang đi ỉa tự nhiên xem phim này cái cười ỉa ra cứt luôn :)),Enjoyment
cái máy không có lỗi lỗi ở mấy lão kỹ sư trắc địa,Disgust
sau này nó lớn lên làm kinh doanh thứ gì đó thì lúc đó nó mới biết thế nào là quả báo,Disgust
cưng quá hà,Enjoyment
fan của nhà thờ đức bà paris vào cảm thông cái per,Other
phim cực hay và cực cảm động lòng người,Enjoyment
hàng nhà tao cắt tóc xong thì tao cười như con điên từ sáng đến tối =)))),Enjoyment
"chúng mày nhìn , tao nuốt cũng không xuống nổi , ông địa",Fear
hoan hô anh 😂😄,Enjoyment
lấy ghế ra ngồi thật tuyệt,Enjoyment
per phim nào cũ thì người cũng hay hêt ́ tao anh ơi,Enjoyment
dù 22 tuổi nhưng bố giàu là được,Other
"ước gì mày được quay về tuổi thơ , trước mày cũng có 1 b trai như vậy đó",Sadness
làm kiểu không cần bẻ phê hơn =))),Enjoyment
khó tính chảnh chó như mèo 🙄,Disgust
chủ tịch giả vờ nấu kiểu này và cái kết cháy trụi làng,Surprise
per nhớ thật sự,Other
"đấy , nó đấy . con tim tao đau quá .",Sadness
ngày xưa hồi còn học mẫu giáo mỗi lần đi qua là nó rượt tao chạy té khói dume còn thiếu nước chạy lại quỳ xuống van xin nó nữa thôi . đến giờ nó vẫn là nỗi ám ảnh với tao :)),Fear
chính xác là con gái xinh auto đáng yêu =)))),Enjoyment
vớ vẩn thặc ! marketing cũng có dăm bảy loại và tùy lĩnh vực . dăm ba cái này đăng mà không đọc à,Disgust
"kết nhất cái điệu "" xời quá là điều bình thường luôn """,Enjoyment
chàng trai mạnh mẽ !,Enjoyment
thấy hơi sợ sợ rồi đấy :(,Fear
như con đười ươi :)))))),Enjoyment
per thần thái còn phải thua haha,Enjoyment
chuẩn bị cho chim ăn cức,Other
"có chỗ tự đào thải nhưng có chỗ có đào cũng không thải , vì "" cơ chế "" đồng tiền có lỗ xỏ . khó nói lắm",Disgust
đang thất tình mà dume cứ bắt đi bán xoài @@,Sadness
đm y chang mẹ tao chửi tao luôn :),Surprise
trông ô uế vãi,Disgust
đúng rất nguy hiểm ! đằng sau 1 thằng đàn ông đôi khi là cả một tủ váy,Disgust
dm đang yên đang lành tự dưng bị nhét cẩu lương 😡😡,Anger
phản cảm,Disgust
"ba mẹ mình nhớ tất cả ngày tháng năm sinh âm lịch , giờ sinh , tên tuổi ...... của 4 chị em .....",Enjoyment
bị tát lần đầu có thể sẽ hơi sốc một chút nhưng bị nhiều lần rồi sẽ quen ngay ấy mà 😂,Enjoyment
ghê thật,Disgust
không biết đến 2021 tao có lấy được chồng không nữa :((,Sadness
"kỳ nghỉ hè muộn của anh mà , xõa hết đi anh .",Enjoyment
nhỏ không học lớn lên làm nhà báo,Other
2 - 3 tuần gì đấy . sao thế,Other
per đu ̣ me ̣ như 1 tro ̀ đu ̀ anh =))))) đi gia ̉ mày tô ́ c co ̀ n nhiê ̀ u hơn khu nha ̀ ông,Anger
dở hơi,Disgust
cũng chỉ là ít protein dạng sợi thôi béo tốt gì mà gìn giữ 66 năm 😑 xã hội giờ là vậy . khi bạn không có tài năng nhưng bạn muốn tạo sự quan tâm của xã hội thì phải ..... 🙃🙃🙃,Disgust
"đó là những cô gái cần được bảo tồn , vì biết lo nghĩ đến thứ anh ta đang nghĩ",Other
đó là mày chưa nhận ra việc mày yêu tiền như thế nào và muốn kiếm tiền nhiều bao nhiêu ?,Other
tại thợ hàn bất cẩn chăng ...,Other
đúng là không có nhân tính,Disgust
"học xong cấp 3 , ngoài mừng vì được thoát khỏi đó thì không hề có lưu luyến 1 chút nào :))))))",Enjoyment
hoá ra chúng ta không biết nhiều về tình yêu như ta vẫn nghĩ 😢,Sadness
lòng đường không phải nhà cụ nên cụ sai nhé . vỉa hè to vậy rồi cụ còn muốn như thế nào,Anger
thiệt hả cái ???,Surprise
per mi phải học con nay bán hàng lai chim mới chạy hàng này,Enjoyment
"ước mơ của tao , thích vẽ lắm luôn , nhưng mỗi tội vẽ xong cho lên màu thì lại tệ 🙄",Sadness
dăm ba cái trò nấu cơm này sao làm khó tao .,Enjoyment
em chân thành nên em tổn thương,Sadness
bộ phim này hay từng đoạt giải oscar có lẽ là bộ hay nhất của ấn độ,Enjoyment
ủa ? chọn người nào cũng như nhau thôi . vì cả 2 người chắc đéo gì đã thích bạn đâu ? :)),Other
đcm . mấy hôm này đi đâu cungz thấy chủ tịch . đéo ngán à ?,Anger
hồi đó cấp 2 mà bán đồ lời mấy chục là mừng quýnh lên rồi =))),Enjoyment
và sau đó mẹ mày đánh thức mày dậy 😌,Other
per đưa anh nè không cần năn nỉ . chỉ cần em cởi hết đồ ra thôi . đúng không,Enjoyment
bà này hên vãi . bữa bên gò vấp cũng v . nhỏ kia nói chuyện rất đàng hoàng bà này thấy v làm tới mà lỗi sai rành rành . xui đâu có vài bà đi đường nghe không lọt tai hay sao vả cho mấy phát . hả dạ !,Disgust
dm gớm chó thiệt chứ,Disgust
nhớ lại thời đi học xa nhà . bếp dầu ... :(,Sadness
trời ơi . giết hết lũ xúc sinh liên quan đi . lũ giết người hàng loạt . yêu cầu thủ tướng đứng ra chỉ đạo vụ việc này cho dân . diệt tận gốc nhổ tận rể lũ súc vật này .😡😡😡😡,Anger
sẽ gây sự chú ý . cố tình xuất hiện trước mặt nhưng giả vờ như không quan tâm 😚,Other
nản kèo vãi,Sadness
"vẫn là thụ động , làm sao phải chặn đứng hiện tượng rải đinh .",Other
"per xuống cấp những vật liệu dễ bị cháy , chắc có thể do chập điện hoặc nguyên nhân gì đó khiến ngọn lửa bắt lên nhanh cộng với gió lớn .",Other
để được maiz ngắm nhìn nụ cười đó nên quyết định chỉ crush mà thôi :3,Enjoyment
thế là .... nổi tiếng sao ?,Surprise
hình phạt đó quá nhẹ không có sức dặn đe kẻ khác,Anger
dume nghe kể mà đau cổ họng vãi :),Fear
khiếp ăn tạp chẳng chết,Fear
một cái tết nhiều tiền,Enjoyment
phim này thật ra hay nhưng không có tính thực tế . không hay bằng truyện .,Disgust
sao tao ghét mấy cái tiếng cười của bọn khựa vãi mà video lồn nào cũng nge,Disgust
"giáo viên tiếng anh ở cấp thcs cực kì chán , phát âm sai bét , giao tiếp tiếng anh thì cứ ừ à .",Other
nó còn kể với bạn nó .. bạn nó cũng là bạn mình,Disgust
dume tao chửi cho nó sấp mặt luôn chứ còn gì nữa,Anger
cầu trời phật cho đại gia đình con sức khỏe !,Enjoyment
do chính sách quản lý yếu kém mới ra vậy đó,Disgust
con đáng yêu quá,Enjoyment
hồi xưa còn bị vén tà áo dài nằm lên bàn rồi đánh . chứ quỳ thế này có là gì đâu . giờ mới thấy cảm ơn thầy cô vì hồi đó đã như vậy .,Enjoyment
phim nay và phim triệu phú ổ chuột là 2 phim của ấn mà mình thích nhất,Enjoyment
:))) bố mày nghi nghi rồi . tắt loa auto sáng suốt :))),Other
trời . cưng chết được,Enjoyment
dù chỉ là 1 cây bông nhưng nó là tất cả tình yêu của ông dành cho bà ❤❤❤,Enjoyment
thằng nào phán sai bỏ tiền túi ra mà đền cho người bị oan sai đừng lấy tiền của nhà nước,Disgust
chỉ để nhìn cái thôi :)),Enjoyment
"thôi , không tranh luận với các ông . thế đi đường gặp thằng nào đỗ thế này cả nửa ngày , mà tắc đường và gọi nó không được , các ông đừng há mồm ra dume nó nhé . vì nó đúng mà",Anger
2 thằng chúng mày lại không làm gì được ư ?,Surprise
chai này mới ghi được nhìu chữ kkk,Enjoyment
không biết mình có được may mắn như cụ bà này không,Other
mũ sơ sài mà hiệu quả vãi,Surprise
"per nghe đồn mày yêu mèo , mà sao mày không đáng yêu :))",Disgust
