Sentence,Emotion,Tokenized_Sentence,tokens_length
"ngày xưa nuôi mấy con mèo . đêm hôm nó cứ lựa lúc cửa mở là chạy đi chơi mất . những lần nó không về buồn thối ruột , tối cứ mở cửa để đợi tiếng meo meo buồn_nhưng_nhẹ_nhõm",Sadness,"['ngày xưa', 'nuôi', 'mấy', 'con', 'mèo', 'đêm', 'hôm', 'nó', 'cứ', 'lựa', 'lúc', 'cửa', 'mở', 'chạy', 'chơi', 'mất', 'lần', 'nó', 'không', 'về', 'buồn', 'thối ruột', 'tối', 'cứ', 'mở cửa', 'để', 'đợi', 'tiếng', 'meo', 'meo', 'buồn_nhưng_nhẹ_nhõm']",31
không lau sạch về bà chủ mắng thì sao . nhiều người họ kinh lắm . trước mẹ minh đi làm cho nhà 5 tầng . họ chỉ ở 3 tầng còn 2 tầng bỏ không . mà ngày nào cũng phải lau hết,Sadness,"['không', 'lau', 'sạch', 'về', 'bà', 'chủ', 'mắng', 'sao', 'nhiều', 'người', 'họ', 'kinh', 'lắm', 'trước', 'mẹ minh', 'làm', 'nhà', '5', 'tầng', 'họ', 'chỉ', '3', 'tầng', 'còn', '2', 'tầng', 'bỏ', 'không', 'ngày', 'nào', 'cũng', 'phải', 'lau', 'hết']",34
"5 triệu , phạt một con mụ lừa đảo , phá hủy niềm tin phật giáo , làm ô uế đời sống tâm linh . thật rẻ rúng làm sao !",Disgust,"['5', 'triệu', 'phạt', 'con', 'mụ', 'lừa đảo', 'phá', 'hủy', 'niềm', 'tin', 'phật giáo', 'làm', 'ô uế', 'đời sống', 'tâm linh', 'rẻ rúng', 'làm sao', '!']",18
phòng gì vậy .,Other,"['phòng', 'gì']",2
bếp dầu thời bao cấp,Other,"['bếp', 'dầu', 'thời', 'bao cấp']",4
mua thêm 1 quả về vả hẳn vào mồm chồng ý bảo là tao thèm thì kể cả 3 tr tao cũng ăn chứ đừng nói 30 bảo chồng là tự bầu tự đẻ đi,Anger,"['mua', 'thêm', '1', 'quả', 'về', 'vả', 'hẳn', 'vào', 'mồm', 'chồng ý', 'bảo', 'tao', 'thèm', 'kể cả', '3', 'tr', 'tao', 'cũng', 'ăn', 'chứ', 'đừng', 'nói', '30', 'bảo', 'chồng', 'tự', 'bầu tự', 'đẻ']",28
biến đi đừng bao giờ xuất hiện nữa cười,Anger,"['biến', 'đừng', 'bao giờ', 'xuất hiện', 'cười']",5
cho tui mang bầu bụng chình ình mà nó chạy còn hơn vận động viên ma ra tông sao tui lo quá,Sadness,"['tui', 'mang', 'bầu', 'bụng', 'chình ình', 'nó', 'chạy', 'còn', 'hơn', 'vận động viên', 'ma', 'tông sao', 'tui', 'lo']",14
cái nệm này độ đàn hồi đỉnh ghê,Surprise,"['cái', 'nệm', 'độ', 'đàn', 'hồi', 'đỉnh', 'ghê']",7
nắng cũng đã sắp tàn sao mà chả thấy em đâu .,Sadness,"['nắng', 'cũng', 'sắp', 'tàn sao', 'chả', 'thấy', 'em', 'đâu']",8
per cứ chuẩn bị tiền đi hú là tôi đi,Other,"['per', 'cứ', 'chuẩn bị', 'tiền', 'hú', 'tôi']",6
có cái cười_lớn chuột nó sợ,Disgust,"['cái', 'cười_lớn', 'chuột', 'nó', 'sợ']",5
sao lại cưng đến thế này,Enjoyment,"['sao', 'cưng', 'thế này']",3
thế nên tao với mày không thể làm người yêu nhau được,Sadness,"['thế', 'tao', 'mày', 'không thể', 'làm', 'người yêu', 'nhau']",7
hú hồn liền má,Surprise,"['hú hồn', 'liền', 'má']",3
này gọi là phát mão lương chứ không phải cẩu lương nữa cười_lăn_lộn_trên_sàn,Enjoyment,"['gọi là', 'phát', 'mão', 'lương', 'chứ', 'không', 'phải', 'cẩu', 'lương', 'cười_lăn_lộn_trên_sàn']",10
không làm gì cũng thành fan cứng là sao ?,Surprise,"['không', 'làm', 'gì', 'cũng', 'thành', 'fan', 'cứng', 'sao', '?']",9
hahahaha . thâm nữa . mà thiệt chỉ có trong cổ tích nhé,Enjoyment,"['hahahaha', 'thâm', 'thiệt', 'chỉ', 'cổ tích', 'nhé']",6
"per hồi nhỏ bị ngỗng dí riết ám ảnh , giờ mà bị dí chắc cầm cổ quay thấy moẹ nó luôn hehe",Enjoyment,"['per', 'hồi', 'nhỏ', 'ngỗng', 'dí', 'riết', 'ám ảnh', 'giờ', 'dí', 'chắc', 'cầm', 'cổ', 'quay', 'thấy', 'moẹ', 'nó', 'luôn', 'hehe']",18
tuổi trẻ tài cao mà cười,Enjoyment,"['tuổi trẻ', 'tài cao', 'cười']",3
tao đéo thấy nó hay trỗ lào mà bọn nó cuồng vãi,Disgust,"['tao', 'đéo', 'thấy', 'nó', 'hay', 'trỗ lào', 'bọn', 'nó', 'cuồng vãi']",9
nhiều lúc ngáo ngáo thoải mái đến mức người yêu cũng đéo bằng nó và đến khi nó thổ lộ tình cảm thì tao đéo tin đùa,Enjoyment,"['nhiều', 'lúc', 'ngáo ngáo', 'thoải mái', 'mức', 'người yêu', 'cũng', 'đéo', 'bằng', 'nó', 'nó', 'thổ lộ', 'tình cảm', 'tao', 'đéo', 'tin', 'đùa']",17
đồng nghiệp là ai kệ mẹ nó quan trọng lương bao nhiêu,Other,"['đồng nghiệp', 'ai', 'kệ', 'mẹ', 'nó', 'quan trọng', 'lương', 'bao nhiêu']",8
galang thế không bjt . trẻ con còn như thế người lớn chắc không tôgn tại đâu . ước gì cũg được như vậy,Other,"['galang', 'thế', 'không', 'bjt', 'trẻ con', 'còn', 'như thế', 'người lớn', 'chắc', 'không', 'tôgn', 'tại', 'đâu', 'ước', 'gì', 'cũg', 'như vậy']",17
là crush ông nào thì chạy ra bế vào nhà dễ dàng có người yêu cười,Enjoyment,"['crush', 'ông', 'nào', 'chạy', 'bế', 'vào', 'nhà', 'dễ dàng', 'người yêu', 'cười']",10
cao quá cũng khổ chứ sung sướng đéo gì ái_ngại,Sadness,"['cao', 'cũng', 'khổ', 'chứ', 'sung sướng', 'đéo', 'gì', 'ái_ngại']",8
đi thẳng ra lễ tân đi cười,Other,"['thẳng', 'lễ tân', 'cười']",3
để mình em mập là anh chết chắc hôn_nhẹ,Other,"['để', 'mình', 'em', 'mập', 'anh', 'chết', 'chắc', 'hôn_nhẹ']",8
ngộ không phiên bản lỗi cười_toe_toét,Disgust,"['ngộ', 'không', 'phiên bản', 'lỗi', 'cười_toe_toét']",5
dạ kính thưa chủ tọa con tên kaka má khiếp đến già,Fear,"['dạ', 'kính', 'thưa', 'chủ', 'tọa', 'con', 'tên', 'kaka', 'má', 'khiếp', 'già']",11
chuẩn mực luôn cười_lăn_lộn_trên_sàn,Enjoyment,"['chuẩn mực', 'luôn', 'cười_lăn_lộn_trên_sàn']",3
"có lần ba tao mua bánh kem sinh nhật cho tao , lúc đấy tao 13 t nhưng khi ba tao mua về thì lại là 15 t không_nói",Sadness,"['lần', 'ba', 'tao', 'mua', 'bánh', 'kem', 'sinh nhật', 'tao', 'lúc', 'đấy', 'tao', '13', 't', 'nhưng', 'ba', 'tao', 'mua', 'về', '15', 't', 'không_nói']",21
"nếu không xin lỗi em tao , tao hứa cắt tiết từng đứa . nhưng tao kô giết mỉa_mai . học hành cái lồn gì bọn này .",Anger,"['nếu', 'không', 'xin lỗi', 'em', 'tao', 'tao', 'hứa', 'cắt tiết', 'từng', 'đứa', 'nhưng', 'tao', 'kô', 'giết mỉa_mai', 'học hành', 'cái', 'lồn', 'gì', 'bọn']",19
haha mắc cười quá . nhưng thật chúng mày là tao rất sợ rắn .,Fear,"['haha', 'mắc', 'cười', 'nhưng', 'chúng mày', 'tao', 'sợ', 'rắn']",8
thêm cả trò mắt mèo khốn nạn nữa,Anger,"['thêm', 'cả', 'trò', 'mắt', 'mèo', 'khốn nạn']",6
phim cực hay và cực cảm động lòng người,Enjoyment,"['phim', 'cực', 'hay', 'cực', 'cảm động', 'lòng', 'người']",7
giờ tao mới hiểu được hết những gì mà trước đây đọc bình luận tao đéo hiểu cười_chảy_nước_mắt,Enjoyment,"['giờ', 'tao', 'mới', 'hiểu', 'hết', 'gì', 'trước đây', 'đọc', 'bình luận', 'tao', 'đéo', 'hiểu', 'cười_chảy_nước_mắt']",13
per đúng rồi mình đây cười,Enjoyment,"['per', 'đúng', 'mình', 'đây', 'cười']",5
ai mượn ông bảo ổng là : cứ coi nhà tao như nhà mày mày cứ sửa theo ý mày là tao ưng,Disgust,"['ai', 'mượn', 'ông', 'bảo', 'ổng', 'cứ', 'coi', 'nhà', 'tao', 'nhà', 'mày', 'mày', 'cứ', 'sửa', 'theo', 'ý mày', 'tao', 'ưng']",18
chị lành ít dữ nhiều chắc giảm án cũng sâu à cười,Enjoyment,"['chị', 'lành', 'ít', 'dữ', 'nhiều', 'chắc', 'giảm', 'án', 'cũng', 'sâu', 'à', 'cười']",12
con trai giờ mất giá v luôn hã mấy chế cười,Disgust,"['con', 'trai', 'giờ', 'mất giá', 'v', 'luôn', 'hã', 'mấy chế', 'cười']",9
yêu thôi đừng bậy,Other,"['yêu', 'đừng', 'bậy']",3
cầu cho linh hồn bạn siêu thoát a di đà cảm_ơn,Sadness,"['cầu', 'linh hồn', 'bạn', 'siêu thoát', 'a di đà', 'cảm_ơn']",6
đứng trụ điện mới lạ chứ,Surprise,"['đứng', 'trụ', 'điện', 'mới lạ', 'chứ']",5
khi bạn bất cần vãi đời . làm việc xấu mà cảm thấy thanh thản vãi cười_nhe_răng,Enjoyment,"['bạn', 'bất cần', 'vãi đời', 'làm việc', 'xấu', 'cảm thấy', 'thanh thản', 'vãi', 'cười_nhe_răng']",9
thu thập mọi thông tin về đối tượng . luôn đặt trái tim vào trạng thái . chiến đấu bối_rối_khổ_sở,Other,"['thu thập', 'mọi', 'thông tin', 'về', 'đối tượng', 'luôn', 'đặt', 'trái tim', 'vào', 'trạng thái', 'chiến đấu', 'bối_rối_khổ_sở']",12
kaka,Enjoyment,['kaka'],1
người đàn ông quái vật,Disgust,"['người', 'đàn ông', 'quái vật']",3
em chờ được mà mỉm_cười,Enjoyment,"['em', 'chờ', 'mỉm_cười']",3
này 2 đứa . đã chia tay chưa . chia tay rồi có xem lại video này không .,Other,"['2', 'đứa', 'chia tay', 'chưa', 'chia tay', 'xem lại', 'video', 'không']",8
không phải tôi ăn không hết đâu mà tôi sợ người yêu tôi ăn nhiêu đó không đủ,Other,"['không', 'phải', 'tôi', 'ăn không', 'hết', 'đâu', 'tôi', 'sợ', 'người yêu', 'tôi', 'ăn nhiêu', 'không', 'đủ']",13
đợi đó tôi ra lượm vỏ sầu tôi táng vô mặt mày luôn cho mày tỉnh,Anger,"['đợi', 'tôi', 'lượm', 'vỏ', 'sầu', 'tôi', 'táng', 'vô', 'mặt mày', 'luôn', 'mày', 'tỉnh']",12
rồi lại im thôi . 20 k hay 5 tr thì cũng vậy,Sadness,"['im', '20', 'k', 'hay', '5', 'tr', 'cũng']",7
nhắm làm được không chị cười_chảy_nước_mắt,Enjoyment,"['nhắm', 'làm', 'không', 'chị', 'cười_chảy_nước_mắt']",5
vậy là hên rồi,Enjoyment,['hên'],1
phim hay từng chi tiết . nếu bạn tập trung xem để ý và hiểu từng chi tiết thì bạn sẽ nể phục những người làm phim biết chừng nào .,Enjoyment,"['phim', 'hay', 'từng', 'chi tiết', 'nếu', 'bạn', 'tập trung', 'xem', 'để ý', 'hiểu', 'từng', 'chi tiết', 'bạn', 'nể phục', 'người', 'làm', 'phim', 'biết', 'chừng nào']",19
vcb làm việc kiểu hách dịch thì có đùa,Disgust,"['vcb', 'làm việc', 'kiểu', 'hách dịch', 'đùa']",5
phải chi quán đầu tư cái máy hút bụi thì đỡ cho anh ấy quá cười,Other,"['phải', 'chi quán', 'đầu tư', 'cái', 'máy hút', 'bụi', 'đỡ', 'anh', 'ấy', 'cười']",10
chắc chưa cười si nghĩ kĩ lại đi,Other,"['chắc', 'chưa', 'cười', 'si nghĩ', 'kĩ lại']",5
tiếng guitar thật tuyệt,Enjoyment,"['tiếng', 'guitar', 'tuyệt']",3
cái này gọi là ấu trĩ phải không,Disgust,"['cái', 'gọi là', 'ấu', 'trĩ', 'phải', 'không']",6
bức tường cao phủ kín thép gai,Enjoyment,"['bức', 'tường', 'cao', 'phủ', 'kín', 'thép', 'gai']",7
giờ lên phường người ta có phát chú rể không nhỉ các bạn ?,Other,"['giờ', 'lên', 'phường', 'người ta', 'phát', 'chú rể', 'không', 'nhỉ', 'bạn', '?']",10
t thua cả đứa con nít nữa ám ảnh vãi,Sadness,"['t', 'thua', 'cả', 'đứa', 'con nít', 'ám ảnh', 'vãi']",7
khổ quá vậy trời,Sadness,"['khổ', 'trời']",2
nam mô a di đà phật cảm_ơn xin được chia buồn cùng gia đình nạn nhân trầm_ngâm,Sadness,"['nam', 'mô a', 'di đà', 'phật', 'cảm_ơn', 'xin', 'chia', 'buồn', 'cùng', 'gia đình', 'nạn nhân', 'trầm_ngâm']",12
chị đi rồi chuẩn bị tới em,Fear,"['chị', 'chuẩn bị', 'tới', 'em']",4
biết tại sao nó màu cam không cười_lăn_lộn_trên_sàn,Enjoyment,"['biết', 'tại sao', 'nó', 'màu', 'cam', 'không', 'cười_lăn_lộn_trên_sàn']",7
tối nay chồng tương lai sẽ đưa con khác đi chơi cười_toe_toét,Sadness,"['tối', 'nay', 'chồng', 'tương lai', 'đưa', 'con', 'khác', 'chơi', 'cười_toe_toét']",9
đáng sợ nhất không phải là trai nghèo hay gái nghèo mà sợ nhất là mấy đứa dù nó nghèo nhưng được cái dốt dốt nhất vẫn là nghe mồm thiên hạ nó phán mà không biết tự quyết định cuộc đời của mình,Fear,"['đáng', 'sợ', 'nhất', 'không', 'phải', 'trai', 'nghèo', 'hay', 'gái', 'nghèo', 'sợ', 'nhất', 'mấy', 'đứa', 'dù', 'nó', 'nghèo', 'nhưng', 'được cái', 'dốt', 'dốt', 'nhất', 'vẫn', 'nghe', 'mồm', 'thiên hạ', 'nó', 'phán', 'không', 'biết', 'tự', 'quyết định', 'cuộc đời', 'mình']",34
chuẩn không can chinh,Enjoyment,"['chuẩn', 'không', 'can chinh']",3
tao chỉ tag thế thôi mày hiểu thế nào thì hiểu per,Other,"['tao', 'chỉ', 'tag', 'thế', 'mày', 'hiểu', 'thế nào', 'hiểu', 'per']",9
sao mình gặp toàn thằng mất dạy hay bắt nạt mình nhỉ ? tuổi thơ bất hạnh cười,Sadness,"['sao', 'mình', 'gặp', 'toàn', 'thằng', 'mất dạy', 'hay', 'bắt nạt', 'mình', 'nhỉ', '?', 'tuổi thơ', 'bất hạnh', 'cười']",14
"hai đứa chia tay , tao nhảy vào .",Enjoyment,"['hai', 'đứa', 'chia tay', 'tao', 'nhảy', 'vào']",6
per nhớ hội chị em vinmec quá buồn,Sadness,"['per', 'nhớ', 'hội', 'chị em', 'vinmec', 'buồn']",6
nếu không có khúc cua cuối thì video này ý nghĩa đó chớ cười_lăn_lộn_trên_sàn,Enjoyment,"['nếu', 'không', 'khúc', 'cua', 'cuối', 'video', 'ý nghĩa', 'chớ', 'cười_lăn_lộn_trên_sàn']",9
có vẻ chị ấy đi đào tạo nghiệp vụ hơi lâu cười,Enjoyment,"['có vẻ', 'chị', 'ấy', 'đào tạo', 'nghiệp vụ', 'hơi', 'lâu', 'cười']",8
tuyệt vời bản lĩnh lắm bé,Enjoyment,"['tuyệt vời', 'bản lĩnh', 'lắm', 'bé']",4
trời ơi quảng cáo ngói mà sống động quá,Surprise,"['trời', 'ơi', 'quảng cáo', 'ngói', 'sống động']",5
mấy thằng củ cười_lớn việt nam nhảm nhí cười,Disgust,"['mấy', 'thằng', 'củ', 'cười_lớn', 'việt nam', 'nhảm', 'nhí', 'cười']",8
thêm một chữ s nữa là đủ wow với giáo viên chấm thi,Enjoyment,"['thêm', 'chữ', 's', 'đủ', 'wow', 'giáo viên', 'chấm', 'thi']",8
"nhớ lúc nhỏ tao và nó mỗi đứa 1 đường đi không ai đá động gì đến nó mà dume tao đang đi nó chạy sang đá cho tao mấy phát , dume đúng là đồ họa mi điên . thứ độg vật không thể nào yêu thương nổi .",Disgust,"['nhớ', 'lúc', 'nhỏ', 'tao', 'nó', 'mỗi', 'đứa', '1', 'đường', 'không', 'ai', 'đá động', 'gì', 'nó', 'dume', 'tao', 'nó', 'chạy', 'sang', 'đá', 'tao', 'mấy', 'phát', 'dume', 'đúng', 'đồ', 'họa', 'mi điên', 'thứ', 'độg vật', 'không thể nào', 'yêu thương', 'nổi']",33
con dựt gái đây sao hahaha,Enjoyment,"['con', 'dựt', 'gái', 'đây', 'sao', 'hahaha']",6
"ngày xưa , ngoài thú vui chọc chó dí , còn chọc cho ngỗg rượt . cách giảm cân hịu quả nhất cho mấy đứa lười cười_chảy_nước_mắt . nhớ lại vui thật , đúg là thời sửu nhi .",Enjoyment,"['ngày xưa', 'ngoài', 'thú vui', 'chọc', 'chó', 'dí', 'còn', 'chọc', 'ngỗg', 'rượt', 'cách', 'giảm', 'cân', 'hịu', 'quả', 'nhất', 'mấy', 'đứa', 'lười', 'cười_chảy_nước_mắt', 'nhớ', 'vui', 'đúg', 'thời', 'sửu nhi']",25
"đầu mùa mà trên nhà tôi vải có 15 k 1 kg , ăn tã từ đầu mùa cười_mỉm",Enjoyment,"['đầu', 'mùa', 'trên', 'nhà', 'tôi', 'vải', '15', 'k', '1', 'kg', 'ăn tã', 'từ', 'đầu', 'mùa', 'cười_mỉm']",15
đcm . mấy hôm này đi đâu cungz thấy chủ tịch . đéo ngán à ?,Anger,"['đcm', 'mấy', 'hôm', 'đâu', 'cungz', 'thấy', 'chủ tịch', 'đéo', 'ngán', 'à', '?']",11
diễn viên có cá tính hay nhât từng xem,Enjoyment,"['diễn viên', 'cá tính', 'hay', 'nhât', 'từng', 'xem']",6
đáng yêu vãi cười,Enjoyment,"['đáng', 'yêu vãi', 'cười']",3
trời ơi bạn của tôi là tôi nghỉ chơi liền chóng_mặt,Disgust,"['trời', 'ơi', 'bạn', 'tôi', 'tôi', 'nghỉ', 'chơi', 'liền', 'chóng_mặt']",9
may cho em là em ch thèm là được chồng mua cho ăn chứ không phải như chị này nhăn_nhở,Enjoyment,"['may', 'em', 'em', 'ch', 'thèm', 'chồng', 'mua', 'ăn', 'chứ', 'không', 'phải', 'chị', 'nhăn_nhở']",13
càng thân thiết khi quay lưng càng đau lòng .,Sadness,"['càng', 'thân thiết', 'quay', 'lưng', 'càng', 'đau lòng']",6
chỉ vì tin nó không cắn đâu mà tao đã bị nó cắn 2 lần rồi . dume,Anger,"['chỉ', 'tin', 'nó', 'không', 'cắn', 'đâu', 'tao', 'nó', 'cắn', '2', 'lần', 'dume']",12
tưởng mai đi họp phụ huynh mới bị u ám . ai ngờ hôm nay mới biết điểm anh 9 . 5 thôi đã u ám rồi cười,Sadness,"['tưởng', 'mai', 'họp', 'phụ huynh', 'mới', 'u ám', 'ai ngờ', 'hôm nay', 'mới', 'biết', 'điểm', 'anh', '9', '5', 'u ám', 'cười']",16
đúng là không thể chấp nhận được,Anger,"['đúng', 'không thể', 'chấp nhận']",3
việt nam không có những người như em hòa nhé,Anger,"['việt nam', 'không', 'người', 'em', 'hòa', 'nhé']",6
bọn óc vật mỉm_cười đụng vào con cháu nhà tao thử,Anger,"['bọn', 'óc vật', 'mỉm_cười', 'đụng', 'vào', 'con cháu', 'nhà', 'tao', 'thử']",9
hên là chay ra kip,Enjoyment,"['hên', 'chay', 'kip']",3
mấy nay tao cũng bị ám ảnh,Fear,"['mấy', 'nay', 'tao', 'cũng', 'ám ảnh']",5
chuẩn luôn admin,Enjoyment,"['chuẩn', 'luôn', 'admin']",3
lở có sự cố vì đó so với kỷ luật vây có bằng không,Other,"['lở', 'sự cố', 'so', 'kỷ luật', 'vây', 'bằng', 'không']",7
1 9 1 10 với em chứ còn gì bình_thản,Anger,"['1', '9', '1', '10', 'em', 'chứ', 'còn', 'gì', 'bình_thản']",9
khi nào tao thấy thích . mà thích rồi chưa có người thích cùng .,Sadness,"['nào', 'tao', 'thấy', 'thích', 'thích', 'chưa', 'người', 'thích', 'cùng']",9
ờ thì 1 con ngựa ăn cả tàu bỏ cỏ vì con ngựa nó ăn hết cỏ rồi cười_chảy_nước_mắt,Other,"['ờ', '1', 'con', 'ngựa', 'ăn', 'cả', 'tàu', 'bỏ', 'cỏ', 'con', 'ngựa', 'nó', 'ăn', 'hết', 'cỏ', 'cười_chảy_nước_mắt']",16
xiên chết cụ nó đi,Anger,"['xiên', 'chết', 'cụ', 'nó']",4
chuyển từ thất tình sang muốn chết vì quá chán buồn,Sadness,"['chuyển', 'từ', 'thất tình', 'sang', 'muốn', 'chết', 'chán', 'buồn']",8
chỉ là muốn thôi . chứ chờ đợi không biết thời điểm nào thì cái sự mong muốn đó mới tới,Other,"['chỉ', 'muốn', 'chứ', 'chờ đợi', 'không', 'biết', 'thời điểm', 'nào', 'cái', 'sự', 'mong muốn', 'mới', 'tới']",13
